Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promotion Used,Days Between Purchases,Frequency Engagement,Subscription Flag,Previous Purchases Norm,Frequency Engagement Norm,Review Rating Norm,Loyalty Score,Customer Loyalty Type,Purchase Amount Norm,Customer Value Score,Customer Value Tier,Ideal Customer,Age Group,Promo Flag
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,40,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.7959183673469387,0.05974549968963377,0.7600000000000002,0.5268955585958778,Loyal,0.17500000000000004,0.14000000000000004,Low Value,Other Customer,56-65,0
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,35,PayPal,Quarterly,0,90,0.011111111111111112,0,0.693877551020408,0.05974549968963377,0.32000000000000006,0.40987515043261247,Regular,0.6875,0.55,Medium Value,Other Customer,46-55,0
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.061224489795918366,0.05974549968963377,0.6800000000000002,0.14754861982036765,At Risk,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,46-55,0
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Quarterly,0,90,0.011111111111111112,0,0.5510204081632653,0.05974549968963377,0.08000000000000007,0.3024465790040411,Regular,0.1375,0.11000000000000001,Low Value,Other Customer,56-65,0
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.7142857142857142,0.05974549968963377,0.56,0.45607923206526557,Regular,0.9125000000000001,0.7300000000000001,High Value,Other Customer,46-55,0
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually,0,365,0.0027397260273972603,0,0.28571428571428564,0.0,0.040000000000000036,0.14885714285714283,At Risk,0.8125,0.65,Medium Value,Other Customer,36-45,0
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly,0,14,0.07142857142857142,0,0.12244897959183673,0.4902234636871508,0.8,0.30378035571770606,Regular,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,36-45,0
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Quarterly,0,90,0.011111111111111112,0,0.5714285714285714,0.05974549968963377,0.08000000000000007,0.31265066063669417,Regular,0.25,0.2,Low Value,Other Customer,56-65,0
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,12,Debit Card,Annually,0,365,0.0027397260273972603,0,0.22448979591836735,0.0,0.15999999999999992,0.13624489795918365,At Risk,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,36-45,0
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.3061224489795918,0.4902234636871508,0.3600000000000001,0.3296170904115836,Regular,0.8125,0.65,Medium Value,Other Customer,36-45,0
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,50,Debit Card,Fortnightly,0,14,0.07142857142857142,0,1.0,0.4902234636871508,0.15999999999999992,0.6465558659217877,Champion,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,65+,0
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually,0,365,0.0027397260273972603,0,0.2040816326530612,0.0,0.52,0.1800408163265306,At Risk,0.10000000000000003,0.08000000000000003,Low Value,Other Customer,26-35,0
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.5510204081632653,0.05974549968963377,0.6800000000000002,0.3924465790040411,Regular,0.30000000000000004,0.24000000000000005,Low Value,Other Customer,56-65,0
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.7142857142857142,0.4902234636871508,0.40000000000000013,0.5396987230646448,Loyal,0.4625,0.37000000000000005,Medium Value,Other Customer,56-65,0
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly,0,90,0.011111111111111112,0,0.7551020408163265,0.05974549968963377,0.2400000000000002,0.42848739533057173,Regular,0.9750000000000001,0.7800000000000001,High Value,Other Customer,46-55,0
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,32,Bank Transfer,Monthly,0,30,0.03333333333333333,0,0.6326530612244897,0.21834264432029793,0.40000000000000013,0.43091219169231937,Regular,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,36-45,0
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,42,Debit Card,Weekly,0,7,0.14285714285714285,0,0.836734693877551,1.0,0.6000000000000001,0.7583673469387754,Champion,0.2,0.16000000000000003,Low Value,Other Customer,26-35,0
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,22,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.4285714285714285,0.4902234636871508,0.4800000000000002,0.40884158020750194,Regular,0.6375000000000001,0.5100000000000001,Medium Value,Other Customer,46-55,0
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,22,Venmo,Quarterly,0,90,0.011111111111111112,0,0.4285714285714285,0.05974549968963377,0.6800000000000002,0.3312220892081227,Regular,0.5,0.4,Medium Value,Other Customer,46-55,0
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly,0,90,0.011111111111111112,0,0.6122448979591836,0.05974549968963377,0.9199999999999999,0.45905882390200026,Regular,0.8375000000000001,0.6700000000000002,Medium Value,Other Customer,56-65,0
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly,0,30,0.03333333333333333,0,0.5510204081632653,0.21834264432029793,0.6399999999999999,0.42609586516170705,Regular,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,56-65,0
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,Weekly,0,7,0.14285714285714285,0,0.7959183673469387,1.0,0.8,0.7679591836734693,Champion,0.3125,0.25,Low Value,Other Customer,65+,0
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly,0,7,0.14285714285714285,0,0.4081632653061224,1.0,0.08000000000000007,0.46608163265306124,Regular,0.3375,0.27,Low Value,Other Customer,56-65,0
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12,PayPal,Quarterly,0,90,0.011111111111111112,0,0.22448979591836735,0.05974549968963377,0.11999999999999988,0.1451812728815921,At Risk,0.4625,0.37000000000000005,Medium Value,Other Customer,36-45,0
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,33,Credit Card,Annually,0,365,0.0027397260273972603,0,0.6530612244897959,0.0,0.4800000000000002,0.39853061224489794,Regular,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,18-25,0
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,9,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.16326530612244897,0.4902234636871508,0.44000000000000017,0.2701885189830122,Regular,0.4,0.32000000000000006,Low Value,Other Customer,18-25,0
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,15,Debit Card,Weekly,0,7,0.14285714285714285,0,0.28571428571428564,1.0,0.8800000000000001,0.5248571428571428,Loyal,0.8375000000000001,0.6700000000000002,Medium Value,Other Customer,18-25,0
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,13,Bank Transfer,Annually,0,365,0.0027397260273972603,0,0.24489795918367344,0.0,0.52,0.20044897959183672,At Risk,0.17500000000000004,0.14000000000000004,Low Value,Other Customer,18-25,0
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,35,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.693877551020408,0.4902234636871508,0.15999999999999992,0.4934946414319917,Loyal,0.26250000000000007,0.21000000000000008,Low Value,Other Customer,46-55,0
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,1,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.0,0.05974549968963377,0.8399999999999999,0.1409363749224084,At Risk,0.925,0.7400000000000001,High Value,Other Customer,26-35,0
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.4897959183673469,0.4902234636871508,0.11999999999999988,0.3854538251054611,Regular,0.9125000000000001,0.7300000000000001,High Value,Other Customer,46-55,0
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,20,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.38775510204081626,0.05974549968963377,0.8399999999999999,0.33481392594281656,Regular,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,26-35,0
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,36,Venmo,Quarterly,0,90,0.011111111111111112,0,0.7142857142857142,0.05974549968963377,0.11999999999999988,0.3900792320652655,Regular,0.275,0.22000000000000003,Low Value,Other Customer,65+,0
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,33,Cash,Weekly,0,7,0.14285714285714285,0,0.6530612244897959,1.0,0.20000000000000018,0.6065306122448979,Champion,0.9375,0.75,High Value,Ideal Customer,36-45,0
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,36,Cash,Fortnightly,0,14,0.07142857142857142,0,0.7142857142857142,0.4902234636871508,0.4800000000000002,0.5516987230646448,Loyal,0.875,0.7000000000000001,High Value,Other Customer,46-55,0
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,32,PayPal,Annually,0,365,0.0027397260273972603,0,0.6326530612244897,0.0,0.6399999999999999,0.41232653061224483,Regular,0.9750000000000001,0.7800000000000001,High Value,Other Customer,18-25,0
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Venmo,Quarterly,0,90,0.011111111111111112,0,0.4081632653061224,0.05974549968963377,0.72,0.3270180075754696,Regular,0.23750000000000004,0.19000000000000006,Low Value,Other Customer,46-55,0
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.9591836734693877,0.4902234636871508,0.52,0.6801477026564815,Champion,0.5750000000000001,0.4600000000000001,Medium Value,Other Customer,46-55,0
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,25,PayPal,Quarterly,0,90,0.011111111111111112,0,0.4897959183673469,0.05974549968963377,0.4800000000000002,0.33183433410608193,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,46-55,0
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,32,PayPal,Annually,0,365,0.0027397260273972603,0,0.6326530612244897,0.0,0.9199999999999999,0.4543265306122448,Regular,0.6625000000000001,0.5300000000000001,Medium Value,Other Customer,36-45,0
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,PayPal,Quarterly,0,90,0.011111111111111112,0,0.8979591836734693,0.05974549968963377,0.8399999999999999,0.589915966759143,Loyal,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,46-55,0
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4,Cash,Fortnightly,0,14,0.07142857142857142,0,0.061224489795918366,0.4902234636871508,0.9199999999999999,0.29116811081974686,Regular,0.2875,0.22999999999999998,Low Value,Other Customer,46-55,0
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.36734693877551017,0.4902234636871508,0.8399999999999999,0.4322293353095428,Regular,0.3125,0.25,Low Value,Other Customer,18-25,0
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,1,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.0,1.0,0.6000000000000001,0.34,Regular,0.012500000000000011,0.010000000000000009,Low Value,Other Customer,36-45,0
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly,0,7,0.14285714285714285,0,0.22448979591836735,1.0,0.040000000000000036,0.3682448979591837,Regular,0.25,0.2,Low Value,Other Customer,56-65,0
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly,0,30,0.03333333333333333,0,0.346938775510204,0.21834264432029793,0.040000000000000036,0.2340550488351765,At Risk,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,65+,0
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.8571428571428571,0.4902234636871508,0.8,0.6711272944932163,Champion,0.3500000000000001,0.2800000000000001,Low Value,Other Customer,36-45,0
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually,0,365,0.0027397260273972603,0,0.6122448979591836,0.0,0.6800000000000002,0.4081224489795918,Regular,0.925,0.7400000000000001,High Value,Other Customer,26-35,0
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,Quarterly,0,90,0.011111111111111112,0,0.6530612244897959,0.05974549968963377,0.3600000000000001,0.3954669871673064,Regular,0.675,0.54,Medium Value,Other Customer,46-55,0
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,46,PayPal,Monthly,0,30,0.03333333333333333,0,0.9183673469387754,0.21834264432029793,0.4800000000000002,0.5857693345494622,Loyal,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,26-35,0
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.8163265306122448,0.4902234636871508,0.44000000000000017,0.5967191312279102,Champion,0.7875000000000001,0.6300000000000001,Medium Value,Other Customer,36-45,0
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,41,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.8163265306122448,0.4902234636871508,0.6000000000000001,0.6207191312279101,Champion,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,36-45,0
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.16326530612244897,0.4902234636871508,0.8399999999999999,0.33018851898301216,Regular,0.8,0.6400000000000001,Medium Value,Other Customer,18-25,0
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,34,Cash,Annually,0,365,0.0027397260273972603,0,0.673469387755102,0.0,0.20000000000000018,0.36673469387755103,Regular,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,,0
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,21,PayPal,Annually,0,365,0.0027397260273972603,0,0.4081632653061224,0.0,0.32000000000000006,0.2520816326530612,At Risk,0.9000000000000001,0.7200000000000002,High Value,Other Customer,36-45,0
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.08163265306122448,0.4902234636871508,0.52,0.24137219245239994,At Risk,0.6125,0.49000000000000005,Medium Value,Other Customer,18-25,0
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly,0,7,0.14285714285714285,0,0.6326530612244897,1.0,0.08000000000000007,0.5783265306122449,Loyal,0.3500000000000001,0.2800000000000001,Low Value,Other Customer,56-65,0
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly,0,30,0.03333333333333333,0,0.8775510204081631,0.21834264432029793,0.8,0.613361171284156,Champion,0.5,0.4,Medium Value,Other Customer,46-55,0
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.9183673469387754,0.4902234636871508,0.9199999999999999,0.7197395393911754,Champion,0.0,0.0,Low Value,Other Customer,36-45,0
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.836734693877551,0.05974549968963377,0.6800000000000002,0.5353037218611839,Loyal,0.4375,0.35000000000000003,Low Value,Other Customer,26-35,0
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,Fortnightly,0,14,0.07142857142857142,0,1.0,0.4902234636871508,0.40000000000000013,0.6825558659217877,Champion,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,26-35,0
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,33,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.6530612244897959,0.4902234636871508,0.9600000000000002,0.5930864781666856,Champion,0.3500000000000001,0.2800000000000001,Low Value,Other Customer,26-35,0
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly,0,90,0.011111111111111112,0,0.6326530612244897,0.05974549968963377,0.6399999999999999,0.4272629055346533,Regular,0.675,0.54,Medium Value,Other Customer,18-25,0
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,32,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.6326530612244897,0.4902234636871508,0.15999999999999992,0.4628823965340325,Regular,0.275,0.22000000000000003,Low Value,Other Customer,26-35,0
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,37,Venmo,Quarterly,0,90,0.011111111111111112,0,0.7346938775510203,0.05974549968963377,0.6000000000000001,0.47228331369791865,Regular,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,36-45,0
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,9,Cash,Fortnightly,0,14,0.07142857142857142,0,0.16326530612244897,0.4902234636871508,0.8399999999999999,0.33018851898301216,Regular,0.9750000000000001,0.7800000000000001,High Value,Other Customer,36-45,0
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,6,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.10204081632653061,0.4902234636871508,0.11999999999999988,0.19157627408505298,At Risk,0.8625,0.6900000000000001,Medium Value,Other Customer,26-35,0
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,36,Venmo,Quarterly,0,90,0.011111111111111112,0,0.7142857142857142,0.05974549968963377,1.0,0.5220792320652655,Loyal,0.9625000000000001,0.7700000000000001,High Value,Other Customer,18-25,0
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,1,Cash,Annually,0,365,0.0027397260273972603,0,0.0,0.0,0.15999999999999992,0.023999999999999987,At Risk,0.36250000000000004,0.29000000000000004,Low Value,Other Customer,36-45,0
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,48,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.9591836734693877,0.4902234636871508,0.32000000000000006,0.6501477026564816,Champion,0.375,0.30000000000000004,Low Value,Other Customer,65+,0
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,44,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.8775510204081631,0.05974549968963377,0.3600000000000001,0.50771188512649,Loyal,0.8875,0.71,High Value,Other Customer,18-25,0
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,9,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.16326530612244897,0.4902234636871508,0.20000000000000018,0.2341885189830122,At Risk,0.9125000000000001,0.7300000000000001,High Value,Other Customer,18-25,0
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,32,Venmo,Annually,0,365,0.0027397260273972603,0,0.6326530612244897,0.0,0.8800000000000001,0.44832653061224487,Regular,0.9750000000000001,0.7800000000000001,High Value,Other Customer,18-25,0
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,14,PayPal,Monthly,0,30,0.03333333333333333,0,0.26530612244897955,0.21834264432029793,0.15999999999999992,0.21123872230456425,At Risk,0.7750000000000001,0.6200000000000001,Medium Value,Other Customer,46-55,0
